0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.021579
0.500000 0.004184 0.000000 0.002358 -0.000018 -0.000000 -0.021588
0.500000 0.008368 0.000000 0.003763 -0.000066 -0.000000 -0.021593
0.500000 0.012552 0.000000 0.004501 -0.000131 -0.000000 -0.021593
0.500000 0.016736 0.000000 0.004843 -0.000204 -0.000000 -0.021589
0.500000 0.020921 0.000000 0.004982 -0.000281 -0.000000 -0.021581
0.500000 0.025105 0.000000 0.005030 -0.000360 -0.000000 -0.021568
0.500000 0.029289 0.000000 0.005042 -0.000439 -0.000000 -0.021551
0.500000 0.033473 0.000000 0.005040 -0.000517 -0.000000 -0.021530
0.500000 0.037657 0.000000 0.005033 -0.000596 -0.000000 -0.021504
0.500000 0.041841 0.000000 0.005023 -0.000674 -0.000000 -0.021474
0.500000 0.046025 0.000000 0.005012 -0.000753 -0.000000 -0.021440
0.500000 0.050209 0.000000 0.005000 -0.000831 -0.000000 -0.021402
0.500000 0.054393 0.000000 0.004987 -0.000908 -0.000000 -0.021360
0.500000 0.058577 0.000000 0.004972 -0.000986 -0.000000 -0.021313
0.500000 0.062762 0.000000 0.004956 -0.001063 -0.000000 -0.021262
0.500000 0.066946 0.000000 0.004939 -0.001139 -0.000000 -0.021207
0.500000 0.071130 0.000000 0.004921 -0.001216 -0.000000 -0.021148
0.500000 0.075314 0.000000 0.004902 -0.001291 -0.000000 -0.021084
0.500000 0.079498 0.000000 0.004882 -0.001367 -0.000000 -0.021017
0.500000 0.083682 0.000000 0.004860 -0.001442 -0.000000 -0.020945
0.500000 0.087866 0.000000 0.004838 -0.001516 -0.000000 -0.020870
0.500000 0.092050 0.000000 0.004814 -0.001590 -0.000000 -0.020790
0.500000 0.096234 0.000000 0.004790 -0.001663 -0.000000 -0.020706
0.500000 0.100418 0.000000 0.004764 -0.001736 -0.000000 -0.020619
0.500000 0.104603 0.000000 0.004737 -0.001808 -0.000000 -0.020527
0.500000 0.108787 0.000000 0.004710 -0.001880 -0.000000 -0.020431
0.500000 0.112971 0.000000 0.004681 -0.001951 -0.000000 -0.020332
0.500000 0.117155 0.000000 0.004651 -0.002021 -0.000000 -0.020228
